City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Marzuq,YE,2021-01-26 01:35:43,14.4,46.4667,51.35,41,84,2.06
281,Auki,SB,2021-01-26 01:37:30,-8.7676,160.7034,85.12,62,100,7.65
282,Bengkulu,ID,2021-01-26 01:38:02,-3.8004,102.2655,74.35,88,100,7.11
283,Camacha,PT,2021-01-26 01:38:02,33.0833,-16.3333,59.0,94,20,1.5
284,Port Lincoln,AU,2021-01-26 01:38:02,-34.7333,135.8667,63.91,62,100,11.63
285,Pucara,PE,2021-01-26 01:38:02,-15.9803,-71.4606,57.2,58,75,8.05
286,Anadyr,RU,2021-01-26 01:37:51,64.75,177.4833,-11.2,84,90,8.95
287,Phan Thiet,VN,2021-01-26 01:38:02,10.9333,108.1,79.52,59,48,3.31
288,Lagoa,PT,2021-01-26 01:37:12,39.05,-27.9833,61.52,88,99,19.1
289,Darlawn,IN,2021-01-26 01:38:03,24.0167,92.9,46.4,93,0,3.44
290,Belaya Gora,RU,2021-01-26 01:38:03,68.5333,146.4167,-38.61,77,27,3.18
